SID,POLICY_TYPE,ISWON,UNDERWRITER,STATE,INDUSTRY,DECLINED_REASON,EFFECTIVE_MONTH,EMPLOYEES,EFFECTIVE_YEAR,MARKET_SEGMENT,PLACING_BROKER,POLICY_LIMIT,COVERAGE,DEDUCTIBLE,PREMIUM,APPLICATION_DATE,BOUND_DATE,EXPIRING_PREMIUM,COMMISSION_PERCENT
SD-EIL-CHG-15-484467,Renewal,1,005E0000003YmT2IAK,PA,Construction,NULL,Mar,200,2015,Middle Market,a0kE0000001dL8lIAE,1000000,Workers Comp,0,355703,2/24/2015,3/24/2015,367806,5
SD-NRG-HOU-15-489919,New,0,005E00000047yQXIAY,TX,Construction,Unable to Match Competitors,May,35,2015,Middle Market,a0kE0000001dM8IIAU,0,Workers Comp,0,0,3/11/2015,,,
SD-NRG-HOU-15-500992,New,0,005E00000047yQXIAY,OK,Construction,Unable to Match Competitors,May,50,2015,Middle Market,a0kE0000001dLbAIAU,0,Workers Comp,0,0,4/13/2015,,,
SD-EIL-HOU-15-493367,Renewal,1,005E0000003XUbNIAW,GA,Construction,NULL,Apr,5,2015,NULL,a0kE0000007O3ImIAK,1000000,Workers Comp,0,6984,3/13/2015,4/23/2015,9874,7
SD-EIL-HOU-15-498172,New,0,005E0000003XUbNIAW,FL,Construction,Nature of Insured's Business,Apr,8,2015,NULL,a0kE0000001dLJVIA2,0,Workers Comp,0,0,4/1/2015,,,
SD-EIL-KC-15-486420,New,0,005E0000003XUczIAG,GA,Construction,NULL,Mar,10,2015,NULL,a0kE0000001dM3BIAU,0,Workers Comp,0,0,3/3/2015,,,
SD-EIL-LA-15-486550,Renewal,1,005E0000003Y2B6IAK,CA,Construction,NULL,Jun,60,2015,Middle Market,a0kE0000001dLJGIA2,1000000,Workers Comp,0,230437,3/3/2015,6/4/2015,152080,7
SD-NRG-NYC-15-484566,New,0,005E0000003XUb5IAG,NY,Construction,Incomplete Submission,Apr,15,2015,Small Business,a0kE0000001dM7VIAU,0,Workers Comp,0,0,2/24/2015,,,
SD-EIL-KC-15-484596,New,0,005E0000003XUczIAG,IL,Construction,NULL,May,30,2015,Small Business,a0kE0000001dKrdIAE,0,Workers Comp,0,0,2/24/2015,,,
SD-EIL-NYC-15-496859,Renewal,1,005E0000003XUbMIAW,NJ,Construction,NULL,Jun,10,2015,Small Business,a0kE0000001dLaVIAU,1000000,Workers Comp,0,116559,3/27/2015,6/24/2015,122998,5
SD-EIL-KC-15-500064,New,0,005E0000003XUczIAG,KS,Construction,No Interest,Jul,50,2015,NULL,a0kE0000001dL0rIAE,0,Workers Comp,0,0,4/8/2015,,,
SD-EIL-CHG-15-483112,Renewal,1,005E0000003YmT2IAK,NC,Construction,NULL,Apr,0,2015,NULL,a0kE0000001dKlOIAU,1000000,Workers Comp,0,15040,2/18/2015,3/24/2015,13974,7
SD-EIL-NYC-15-499195,New,0,005E0000003XUb2IAG,NY,Construction,Loss History,May,12,2015,Small Business,a0kE0000001dLJVIA2,0,Workers Comp,0,0,4/5/2015,,,
SD-NRG-LA-15-496178,New,0,005E0000003XUaLIAW,OK,Construction,Below Minimum Premium,May,10,2015,NULL,a0kE0000001dLCBIA2,0,Workers Comp,0,0,3/24/2015,,,
SD-NRG-HOU-15-492988,New,0,005E0000003XUcgIAG,OK,Construction,Below Minimum Premium,Apr,16,2015,NULL,a0kE0000007NlhIIAS,0,Workers Comp,0,0,3/13/2015,,,
SD-EIL-LA-15-481376,New,0,005E0000003Y2B6IAK,CA,Construction,No Broker Response,Apr,6,2015,NULL,a0kE0000001dM96IAE,0,Workers Comp,0,0,2/11/2015,,,
SD-NRG-HOU-15-488109,New,0,005E00000047yObIAI,TX,Construction,Unable to Match Competitors,Apr,2,2015,Small Business,a0kE0000001dLduIAE,0,Workers Comp,0,0,3/6/2015,,,
SD-EIL-SF-15-486370,New,0,005E0000003XUfKIAW,CA,Construction,Loss History,Mar,35,2015,Small Business,a0kE0000001dKiJIAU,0,Workers Comp,0,0,3/3/2015,,,
SD-EIL-NYC-15-498065,Renewal,1,005E0000003XUbMIAW,NJ,Construction,NULL,Jun,500,2015,Middle Market,a0kE0000001dLDSIA2,1000000,Workers Comp,0,626475,4/1/2015,6/30/2015,,7
SD-NRG-CHG-15-481360,New,0,005E0000005MrrnIAC,AZ,Construction,Unable to Match Competitors,May,120,2015,Middle Market,a0kE0000001dKxJIAU,0,Workers Comp,0,0,2/11/2015,,,
SD-NRG-HOU-15-501634,New,0,005E0000003XUcfIAG,CA,Construction,Reservation Conflict,Jun,150,2015,NULL,a0kE0000001dL17IAE,0,Workers Comp,0,0,4/14/2015,,,
SD-EIL-SF-15-485373,New,0,005E0000003XUfKIAW,AK,Construction,NULL,Apr,10,2015,Small Business,a0kE0000001dLeAIAU,0,Workers Comp,0,0,2/27/2015,,,
SD-NRG-LA-15-482739,New,0,005E0000003XUaLIAW,MI,Construction,Loss History,Apr,50,2015,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,2/17/2015,,,
SD-NRG-ATL-15-483032,New,0,005E0000003XUd7IAG,SC,Construction,Unable to Match Competitors,Apr,30,2015,NULL,a0kE0000005wHzAIAU,1000000,Workers Comp,0,224707,2/18/2015,,,
SD-EIL-NYC-15-496292,Renewal,1,005E0000003XUbMIAW,NY,Construction,NULL,Jun,15,2015,Small Business,a0kE0000001dLgAIAU,1000000,Workers Comp,0,43543,3/25/2015,6/22/2015,43543,7
SD-EIL-SF-15-498544,Renewal,1,005E0000003XUfKIAW,AZ,Construction,NULL,Jul,10,2015,Small Business,a0kE00000041VYIIA2,1000000,Workers Comp,0,10122,4/2/2015,7/1/2015,8489,7
SD-EIL-NYC-15-494271,Renewal,0,005E0000003XUbMIAW,NY,Construction,Reservation Conflict,Jun,1,2015,Small Business,a0kE0000001dLKBIA2,0,Workers Comp,0,0,3/18/2015,,14601,7
SD-NRG-LA-15-497110,New,0,005E0000003XUaLIAW,CA,Construction,Unable to Match Competitors,Jun,100,2015,Middle Market,a0kE0000001dLJGIA2,0,Workers Comp,0,0,3/28/2015,,,
SD-EIL-NYC-15-500942,Renewal,1,005E0000003XUbMIAW,NY,Construction,NULL,Jun,1,2015,Small Business,a0kE0000001yl4NIAQ,1000000,Workers Comp,0,65778,4/11/2015,6/9/2015,,7
SD-NRG-HOU-15-500573,New,0,005E0000005PbJ4IAK,MI,Construction,Below Minimum Premium,Jul,30,2015,Middle Market,a0kE0000001dKrbIAE,0,Workers Comp,0,0,4/10/2015,,,
SD-NRG-NYC-15-484089,Renewal,1,005E0000003XUbTIAW,NJ,Construction,NULL,Jun,1200,2015,Middle Market,a0kE0000001yl4NIAQ,1000000,Workers Comp,0,5097,2/23/2015,6/23/2015,,
SD-NRG-HOU-15-497545,New,1,005E0000003XUcfIAG,TX,Construction,NULL,Apr,20,2015,Small Business,a0kE0000001dL3YIAU,1000000,Workers Comp,0,130700,3/30/2015,4/2/2015,0,7
SD-NRG-DEN-15-496988,New,0,005E000000467BmIAI,CO,Construction,Unable to Match Competitors,Apr,200,2015,Middle Market,a0kE0000001dKnOIAU,0,Workers Comp,0,0,3/27/2015,,,
SD-EIL-LA-15-486326,New,1,005E0000003Y2B6IAK,CA,Construction,NULL,Mar,3,2015,Small Business,a0kE0000001dLBjIAM,1000000,Workers Comp,0,11005,3/3/2015,3/24/2015,,7
SD-EIL-HOU-15-495517,New,0,005E0000003XUbiIAG,SC,Construction,Reservation Conflict,Jul,30,2015,Small Business,a0kE0000001dLKBIA2,0,Workers Comp,0,0,3/23/2015,,,
SD-EIL-CHG-15-502287,New,0,005E0000003YmT2IAK,RI,Construction,Insufficient Information,May,22,2015,Small Business,a0kE0000001dL95IAE,0,Workers Comp,0,0,4/16/2015,,,
SD-EIL-HOU-15-502574,New,0,005E0000003XUbNIAW,TX,Construction,Nature of Insured's Business,May,75,2015,Middle Market,a0kE0000005wDsZIAU,0,Workers Comp,0,0,4/17/2015,,,
SD-EIL-HOU-15-494934,New,0,005E0000003XUbiIAG,CA,Construction,Nature of Insured's Business,May,20,2015,Small Business,a0kE0000001dLKBIA2,0,Workers Comp,0,0,3/19/2015,,,
SD-EIL-COL-15-498727,New,1,005E0000003XyX8IAK,SD,Construction,NULL,May,75,2015,NULL,a0kE0000007OfLSIA0,1000000,Workers Comp,0,77790,4/2/2015,4/29/2015,,7
SD-EIL-NYC-15-489074,Renewal,0,005E00000067ZMPIA2,CT,Construction,NULL,Jun,2,2015,Small Business,a0kE0000001dLp7IAE,0,Workers Comp,0,0,3/9/2015,,19681,5
SD-EIL-PHL-15-494942,Renewal,0,005E0000005OuTLIA0,NJ,Construction,Moral Hazard,Jul,25,2015,Small Business,a0kE0000001dLe6IAE,0,Workers Comp,0,0,3/19/2015,,27904,7
SD-NRG-LA-15-483379,New,0,005E0000003XUi4IAG,TX,Construction,Reservation Conflict,Mar,20,2015,Small Business,a0kE0000007OAXEIA4,0,Workers Comp,0,0,2/19/2015,,,
SD-EIL-HOU-15-481198,Renewal,1,005E0000003XUbNIAW,GA,Construction,NULL,May,6,2015,Small Business,a0kE0000001dLHVIA2,1000000,Workers Comp,0,9569,2/11/2015,5/12/2015,11153,7
SD-EIL-SF-15-487225,New,1,005E0000003XUfKIAW,CA,Construction,NULL,Apr,19,2015,Small Business,a0kE0000001dLNrIAM,1000000,Workers Comp,0,127392,3/4/2015,4/1/2015,,7
SD-NRG-LA-15-496041,New,0,005E0000003XUaLIAW,NJ,Construction,Unable to Match Competitors,Jun,45,2015,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,3/24/2015,,,
SD-EIL-KC-15-482662,New,0,005E0000003XUczIAG,KS,Construction,No Interest,Mar,75,2015,NULL,a0kE0000001dM3BIAU,0,Workers Comp,0,0,2/17/2015,,,
SD-NRG-HOU-15-482756,New,0,005E00000047yQXIAY,TX,Construction,Reservation Conflict,Apr,37,2015,Small Business,a0kE0000005wDsZIAU,0,Workers Comp,0,0,2/17/2015,,,
SD-NRG-PHL-15-486135,New,1,005E0000003XUbJIAW,PA,Construction,NULL,Apr,0,2015,NULL,a0kE0000001dLtnIAE,1000000,Workers Comp,0,155038,3/2/2015,3/31/2015,,7
SD-EIL-HOU-14-343149,Renewal,1,005E0000003XUbNIAW,MO,Construction,NULL,Apr,7,2014,Small Business,a0kE0000001dLKBIA2,1000000,Workers Comp,0,32273,2/25/2014,4/14/2014,,
SD-EIL-SF-13-115108,New,0,005E0000003XUfKIAW,NM,Construction,NULL,Jun,42,2013,Small Business,a0kE0000001dL1qIAE,0,Workers Comp,0,0,5/21/2013,,,
SD-EIL-LA-13-113987,New,0,005E0000003XUblIAG,MD,Construction,NULL,Jul,75,2013,Middle Market,a0kE0000001dL95IAE,0,Workers Comp,0,0,5/20/2013,,,
SD-NRG-HOU-14-341580,New,1,005E0000003XUaQIAW,LA,Construction,NULL,Jun,3,2014,Small Business,a0kE0000001dM0SIAU,0,Workers Comp,0,120022,2/19/2014,6/6/2014,,
SD-EIL-NYC-14-341565,Renewal,0,005E0000003XUb2IAG,NY,Construction,NULL,Feb,15,2014,Small Business,a0kE0000001dLRIIA2,0,Workers Comp,0,0,2/19/2014,,48235,5
SD-NRG-ATL-13-112633,New,0,005E0000003XUd7IAG,GA,Construction,Other Underwriting Guidelines,Jun,100,2013,Middle Market,a0kE0000001dL0rIAE,0,Workers Comp,0,0,5/14/2013,,,
SD-NRG-HOU-15-513028,New,0,005E00000047yQXIAY,LA,Construction,Unable to Match Competitors,Jun,60,2015,Small Business,a0kE0000001dKrbIAE,0,Workers Comp,0,0,5/26/2015,,,
SD-NRG-LA-13-326687,New,0,005E0000003XUaLIAW,NM,Construction,Loss History,Dec,250,2013,Middle Market,a0kE0000001dLOuIAM,0,Workers Comp,0,0,12/6/2013,,,
SD-EIL-NYC-13-326703,New,0,005E0000003XUb2IAG,NY,Construction,Nature of Insured's Business,Jan,1,2014,Small Business,a0kE0000001dL9kIAE,0,Workers Comp,0,0,12/6/2013,,,
SD-GCS-CHG-14-400008,New,0,005E0000003XUakIAG,FL,Construction,Nature of Insured's Business,Aug,120,2014,Middle Market,a0kE0000001dL72IAE,0,Workers Comp,0,0,4/28/2014,,,
SD-NRG-HOU-13-322270,New,0,005E0000003XUhnIAG,LA,Construction,Auto Close Out,Jan,50,2014,NULL,a0kE0000001dM0SIAU,0,Workers Comp,0,0,11/15/2013,,,
SD-EIL-LA-15-478855,New,0,005E0000003Y2B6IAK,CA,Construction,No Broker Response,Apr,50,2015,NULL,a0kE0000001dLJGIA2,0,Workers Comp,0,0,2/3/2015,,,
SD-NRG-CHG-15-478496,Renewal,1,005E0000005MrrnIAC,OK,Construction,NULL,May,8,2015,Small Business,a0kE0000001dL0rIAE,1000000,Workers Comp,0,181935,2/2/2015,11/17/2015,236254,12
SD-EIL-NYC-15-479651,New,0,005E0000003XUb2IAG,NY,Construction,Nature of Insured's Business,Apr,60,2015,Middle Market,a0kE0000001yl4XIAQ,0,Workers Comp,0,0,2/5/2015,,,
SD-EIL-SF-15-479662,New,0,005E0000003XUfKIAW,WA,Construction,Loss History,Mar,20,2015,Small Business,a0kE0000001dKkFIAU,0,Workers Comp,0,0,2/5/2015,,,
SD-GCS-CHG-13-112088,New,0,005E0000003XUakIAG,VA,Construction,Nature of Insured's Business,Jul,36,2013,Small Business,a0kE0000001dKkpIAE,0,Workers Comp,0,0,5/13/2013,,,
SD-EIL-NYC-13-113738,New,1,005E0000003XUbMIAW,NJ,Construction,NULL,May,18,2013,Small Business,a0kE0000001dLrgIAE,0,Workers Comp,0,7047,5/17/2013,5/15/2013,,7
SD-NRG-LA-13-279610,Renewal,1,005E0000003XUaLIAW,CA,Construction,NULL,Sep,50,2013,Middle Market,a0kE0000001dKxYIAU,0,Workers Comp,0,137174,8/5/2013,9/23/2013,128277,7
SD-EIL-NYC-15-478623,New,1,005E0000003XUbMIAW,NJ,Construction,NULL,Mar,10,2015,Middle Market,a0kE0000001dM2fIAE,1000000,Workers Comp,0,111789,2/2/2015,3/17/2015,,7
SD-NRG-ATL-15-479237,New,1,005E00000045j6xIAA,CA,Construction,NULL,May,0,2015,NULL,a0kE0000001dL1CIAU,1000000,Workers Comp,250000,577216,2/4/2015,5/1/2015,,4
SD-EIL-HOU-15-479685,New,0,005E0000003XUbNIAW,TX,Construction,Nature of Insured's Business,Apr,109,2015,Middle Market,a0kE0000001dLHVIA2,0,Workers Comp,0,0,2/5/2015,,,
SD-EIL-DEN-15-488160,New,0,005E0000005Q5zWIAS,UT,Construction,NULL,Mar,8,2015,NULL,a0kE0000001dM96IAE,1000000,Workers Comp,0,16934,3/6/2015,,,
SD-EIL-NYC-15-493480,Renewal,1,005E0000003XUbMIAW,NY,Construction,NULL,Jun,2,2015,Small Business,a0kE0000001yl4NIAQ,1000000,Workers Comp,0,328678,3/16/2015,6/24/2015,348197,7
SD-EIL-HOU-15-484129,New,0,005E0000003XUbNIAW,FL,Construction,Incomplete Submission,Apr,50,2015,Middle Market,a0kE0000001dLHVIA2,0,Workers Comp,0,0,2/23/2015,,,
SD-EIL-NYC-15-498828,New,0,005E0000003XUbMIAW,NY,Construction,Nature of Insured's Business,Jun,2,2015,Small Business,a0kE0000001yl4NIAQ,0,Workers Comp,0,0,4/2/2015,,,
SD-EIL-SF-15-495813,New,0,005E0000003XUfKIAW,CA,Construction,No Interest,Apr,65,2015,Middle Market,a0kE0000001dLwgIAE,0,Workers Comp,0,0,3/24/2015,,,
SD-EIL-CHG-15-499087,New,0,005E0000003YmT2IAK,CA,Construction,NULL,Jul,25,2015,Small Business,a0kE0000001dKnzIAE,0,Workers Comp,0,0,4/3/2015,,,
SD-EIL-SF-15-482090,New,0,005E0000003XUfKIAW,CA,Construction,NULL,Mar,3,2015,Small Business,a0kE0000001dLKBIA2,0,Workers Comp,0,0,2/12/2015,,,
SD-NRG-LA-15-496194,New,0,005E0000003XUaLIAW,WV,Construction,Time Limitations,May,6,2015,NULL,a0kE0000001dLCBIA2,0,Workers Comp,0,0,3/24/2015,,,
SD-EIL-KC-15-488187,New,0,005E0000003XUczIAG,MA,Construction,No Interest,Apr,10,2015,NULL,a0kE0000003ZP5UIAW,0,Workers Comp,0,0,3/6/2015,,,
SD-NRG-ATL-15-499412,New,0,005E0000003XUd7IAG,PA,Construction,Loss History,Jun,75,2015,NULL,a0kE0000001dL9TIAU,0,Workers Comp,0,0,4/6/2015,,,
SD-GCS-ATL-15-488274,New,0,005E00000046CI1IAM,NC,Construction,Other Underwriting Guidelines,Apr,600,2015,NULL,a0kE0000003k9ncIAA,0,Workers Comp,0,0,3/6/2015,,,
SD-NRG-HOU-15-494053,New,0,005E0000003YdLZIA0,TX,Construction,Unable to Match Competitors,Apr,11,2015,NULL,a0kE0000005wDsZIAU,0,Workers Comp,0,0,3/17/2015,,,
SD-EIL-PHL-15-480742,New,0,005E0000005OuTLIA0,VA,Construction,Loss History,Mar,71,2015,NULL,a0kE0000001dLF7IAM,0,Workers Comp,0,0,2/10/2015,,,
SD-EIL-LA-15-482864,New,0,005E0000003Y2B6IAK,CA,Construction,NULL,Mar,30,2016,NULL,a0kE0000001dLBjIAM,0,Workers Comp,0,0,2/18/2015,,,
SD-EIL-COL-15-484379,New,1,005E0000003XyX8IAK,CA,Construction,NULL,Mar,10,2015,Small Business,a0kE0000003k9nSIAQ,1000000,Workers Comp,0,127994,2/24/2015,3/17/2015,,7
SD-NRG-NYC-15-491794,Renewal,1,005E0000003XUb5IAG,NY,Construction,NULL,May,10,2015,Small Business,a0kE0000001dKktIAE,1000000,Workers Comp,0,118580,3/12/2015,5/1/2015,82050,7
SD-EIL-NYC-15-497555,New,0,005E0000003XUbMIAW,MD,Construction,Reservation Conflict,Apr,50,2015,Middle Market,a0kE0000004WgBYIA0,0,Workers Comp,0,0,3/30/2015,,,
SD-EIL-NYC-15-482933,Renewal,1,005E0000003XUbMIAW,NJ,Construction,NULL,Mar,20,2015,Small Business,a0kE0000001yl4NIAQ,1000000,Workers Comp,0,57967,2/18/2015,3/20/2015,63680,7
SD-EIL-COL-15-481162,New,0,005E0000003XyX8IAK,CA,Construction,No Broker Response,Apr,5,2015,NULL,a0kE0000003k9nSIAQ,0,Workers Comp,0,0,2/11/2015,,,
SD-NRG-HOU-15-496550,New,0,005E00000047yQXIAY,OK,Construction,Unable to Match Competitors,May,116,2015,Middle Market,a0kE0000007OKVFIA4,0,Workers Comp,0,0,3/25/2015,,,
SD-NRG-DEN-15-488436,New,0,005E000000467BmIAI,NM,Construction,No Interest,Jun,3,2015,NULL,a0kE0000001dKjKIAU,0,Workers Comp,0,0,3/6/2015,,,
SD-NRG-CHG-15-486809,New,0,005E0000005MrrnIAC,IL,Construction,Unable to Match Competitors,Apr,15,2015,NULL,a0kE0000001dL95IAE,0,Workers Comp,0,0,3/3/2015,,,
SD-EIL-PHL-15-486852,New,0,005E0000005OuTLIA0,NJ,Construction,Loss History,Apr,34,2015,Middle Market,a0kE0000005vNy3IAE,0,Workers Comp,0,0,3/3/2015,,,
SD-EIL-KC-15-480746,New,1,005E00000048aWmIAI,KS,Construction,NULL,Apr,700,2016,Middle Market,a0kE0000001dLrlIAE,1000000,Workers Comp,0,456854,2/10/2015,3/31/2016,0,0
SD-EIL-HOU-15-498189,New,0,005E0000003XUbiIAG,FL,Construction,Nature of Insured's Business,Apr,8,2015,NULL,a0kE0000004TIoeIAG,0,Workers Comp,0,0,4/1/2015,,,
SD-EIL-KC-15-480745,Renewal,1,005E0000003XUczIAG,KS,Construction,NULL,Apr,700,2015,Middle Market,a0kE0000001dLrlIAE,1000000,Workers Comp,0,417455,2/10/2015,3/5/2015,430014,0
SD-EIL-CHG-15-498586,New,0,005E0000003YmT2IAK,UT,Construction,Reservation Conflict,May,95,2015,Middle Market,a0kE000000567FfIAI,0,Workers Comp,0,0,4/2/2015,,,
SD-NRG-ATL-15-497404,New,0,005E0000003XUd7IAG,NC,Construction,Loss History,Jun,500,2015,Middle Market,a0kE0000001dM96IAE,0,Workers Comp,0,0,3/30/2015,,,
SD-EIL-COL-15-482829,New,0,005E0000003XyX8IAK,TX,Construction,Reservation Conflict,Mar,35,2015,Small Business,a0kE0000001dL3IIAU,0,Workers Comp,0,0,2/18/2015,,,
SD-EIL-CHG-15-482078,New,1,005E0000003YmT2IAK,FL,Construction,NULL,Mar,250,2015,Middle Market,a0kE0000003k9ncIAA,1000000,Workers Comp,0,495160,2/12/2015,2/27/2015,,7
SD-NRG-HOU-15-498980,New,0,005E0000005PbJ4IAK,TX,Construction,Client/Broker Politics,May,19,2015,NULL,a0kE0000005wDsZIAU,0,Workers Comp,0,0,4/3/2015,,,
SD-PCC-COL-15-483173,New,0,005E0000003XUbeIAG,MS,Construction,Nature of Insured's Business,Mar,7,2015,NULL,a0kE00000048ZFRIA2,0,Workers Comp,0,0,2/18/2015,,,
SD-NRG-HOU-15-487157,Renewal,1,005E0000008145oIAA,OK,Construction,NULL,Apr,60,2015,Middle Market,a0kE0000001dM7VIAU,1000000,Workers Comp,0,220935,3/4/2015,4/1/2015,223213,
SD-NRG-HOU-15-483813,New,0,005E00000047yQXIAY,TX,Construction,Unable to Match Competitors,Apr,29,2015,Middle Market,a0kE00000055rB3IAI,0,Workers Comp,0,0,2/20/2015,,,
SD-EIL-HOU-15-494089,New,0,005E0000003XUbiIAG,GA,Construction,NULL,Apr,3,2015,NULL,a0kE0000007O3ImIAK,0,Workers Comp,0,0,3/17/2015,,,
SD-EIL-CHG-15-500405,New,0,005E0000003YmT2IAK,NJ,Construction,Nature of Insured's Business,Jun,45,2015,Middle Market,a0kE0000007OGBgIAO,0,Workers Comp,0,0,4/9/2015,,,
SD-NRG-CHG-15-496527,New,0,005E0000003XUiyIAG,TX,Construction,Nature of Insured's Business,May,120,2015,NULL,a0kE0000001dL17IAE,0,Workers Comp,0,0,3/25/2015,,,
SD-EIL-DEN-15-485230,New,0,005E0000005Q5zWIAS,AZ,Construction,Loss History,Jun,100,2015,Middle Market,a0kE00000041VYIIA2,0,Workers Comp,0,0,2/26/2015,,,
SD-EIL-NYC-15-496297,Renewal,1,005E0000003XUbMIAW,NJ,Construction,NULL,Jun,10,2015,Small Business,a0kE0000001dLaVIAU,1000000,Workers Comp,0,25475,3/25/2015,6/24/2015,48362,7
SD-NRG-CHG-15-482279,New,0,005E0000005MrrnIAC,LA,Construction,Reservation Conflict,May,150,2015,Middle Market,a0kE000000567FeIAI,0,Workers Comp,0,0,2/13/2015,,,
SD-EIL-NYC-15-484023,Renewal,0,005E0000003XUc5IAG,FL,Construction,NULL,May,40,2015,Middle Market,a0kE0000003ZETkIAO,0,Workers Comp,0,0,2/23/2015,,40366,5
SD-EIL-SF-15-484768,Renewal,1,005E0000003XUfKIAW,OR,Construction,NULL,Mar,12,2015,Small Business,a0kE00000041VYIIA2,1000000,Workers Comp,0,9747,2/25/2015,3/16/2015,21819,7
SD-NRG-PHL-15-493541,New,0,005E000000679SYIAY,PA,Construction,Loss History,Apr,150,2015,Middle Market,a0kE0000001yl4XIAQ,0,Workers Comp,0,0,3/16/2015,,,
SD-PCC-CHG-15-484247,New,0,005E00000046i3IIAQ,CA,Construction,NULL,Apr,145,2015,Middle Market,a0kE0000001dLtJIAU,0,Workers Comp,0,0,2/23/2015,,,
SD-NRG-ATL-15-487205,New,0,005E00000045j6xIAA,CO,Construction,Unable to Match Competitors,Mar,50,2015,NULL,a0kE0000001dKvcIAE,0,Workers Comp,0,0,3/4/2015,,,
SD-EIL-PHL-15-498719,Renewal,0,005E0000005OuTLIA0,MD,Construction,NULL,Jul,75,2015,Middle Market,a0kE0000001dLJVIA2,0,Workers Comp,0,0,4/2/2015,,203007,7
SD-EIL-PHL-15-483597,Renewal,1,005E0000005OuTLIA0,NJ,Construction,NULL,Mar,48,2015,Small Business,a0kE0000001dLSRIA2,1000000,Workers Comp,0,126999,2/19/2015,3/13/2015,114150,7
SD-NRG-ATL-15-488742,New,0,005E0000003XUd7IAG,TX,Construction,Reservation Conflict,May,4,2015,NULL,a0kE00000055rB2IAI,0,Workers Comp,0,0,3/7/2015,,,
SD-NRG-CHG-15-498466,Renewal,0,005E0000005MrrnIAC,OK,Construction,NULL,Jul,11,2015,Small Business,a0kE0000001dL0rIAE,0,Workers Comp,0,0,4/2/2015,,189682,7
SD-EIL-COL-15-498522,Renewal,1,005E0000003XyX8IAK,MI,Construction,NULL,Jul,30,2015,Middle Market,a0kE0000003mNTSIA2,1000000,Workers Comp,0,98356,4/2/2015,7/1/2015,66090,7
SD-EIL-LA-15-496826,New,0,005E0000003Y2B6IAK,CA,Construction,Nature of Insured's Business,Apr,20,2015,NULL,a0kE0000007OAXEIA4,0,Workers Comp,0,0,3/26/2015,,,
SD-NRG-NYC-15-498354,New,0,005E0000003XUbTIAW,OK,Construction,No Broker Response,Jul,58,2015,Middle Market,a0kE0000001dKrbIAE,0,Workers Comp,0,0,4/1/2015,,,
SD-EIL-CHG-15-483031,New,1,005E0000003YmT2IAK,AK,Construction,NULL,Apr,10,2015,Small Business,a0kE0000001dL8lIAE,1000000,Workers Comp,0,71239,2/18/2015,3/31/2015,,5
SD-EIL-LA-15-498587,Renewal,1,005E0000003Y2B6IAK,CA,Construction,NULL,Jul,15,2015,Small Business,a0kE0000001dM20IAE,1000000,Workers Comp,0,166706,4/2/2015,7/1/2015,140086,7
SD-NRG-CHG-15-482497,New,0,005E0000003XUiyIAG,AK,Construction,Reservation Conflict,Apr,150,2015,Middle Market,a0kE0000001dM96IAE,0,Workers Comp,0,0,2/17/2015,,,
SD-NRG-LA-15-483995,New,0,005E0000003XUaLIAW,TX,Construction,Loss History,Apr,200,2015,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,2/23/2015,,,
SD-NRG-ATL-16-595592,New,0,005E00000045j6xIAA,KS,Construction,Reservation Conflict,Mar,350,2016,NULL,a0kE0000001dLwvIAE,0,Workers Comp,0,0,1/11/2016,,,
SD-HFC-NYC-13-277919,New,0,005E00000068OfWIAU,AL,Construction,Unable to Match Competitors,Aug,1400,2013,National Accounts,a0kE0000001dLtEIAU,0,DBA,0,0,7/29/2013,,,
SD-EIL-LA-15-564764,Renewal,0,005E0000003Y2B6IAK,CA,Construction,NULL,Oct,15,2015,Small Business,a0kE0000001dLwmIAE,0,Workers Comp,0,0,9/4/2015,,139918,
SD-EIL-HOU-15-532629,New,0,005E0000003XUbiIAG,GA,Construction,Other Underwriting Guidelines,Jul,1,2015,NULL,a0kE0000007O3ImIAK,0,Workers Comp,0,0,6/10/2015,,,
SD-EIL-NYC-15-504104,New,0,005E0000003XUb2IAG,NY,Construction,Nature of Insured's Business,May,16,2015,Small Business,a0kE0000001dLaVIAU,0,Workers Comp,0,0,4/23/2015,,,
SD-NRG-NYC-15-547695,New,1,005E0000005O15nIAC,NJ,Construction,NULL,Jul,25,2015,Small Business,a0kE0000001dKi9IAE,1000000,Workers Comp,0,119187,7/10/2015,7/20/2015,,
SD-NRG-HOU-15-511485,New,0,005E00000047yObIAI,TX,Construction,NULL,Jun,6,2015,Small Business,a0kE0000001dM96IAE,1000000,Workers Comp,0,142947,5/19/2015,,,
SD-NRG-HOU-15-543431,New,0,005E0000005PbJ4IAK,OK,Construction,Unable to Match Competitors,Jul,210,2015,NULL,a0kE0000001dL3YIAU,0,Workers Comp,0,0,6/24/2015,,,
SD-EIL-CHG-15-538797,New,0,005E0000003XUhlIAG,CO,Construction,Loss History,Aug,85,2015,NULL,a0kE0000001dLwcIAE,0,Workers Comp,0,0,6/16/2015,,,
SD-NRG-NYC-15-549861,New,0,005E0000003XUb5IAG,CA,Construction,NULL,Sep,15273,2015,Middle Market,a0kE0000001dKi9IAE,0,Workers Comp,0,0,7/20/2015,,,
